Locality,MinPrice,MaxPrice,AvgRent,HouseType
Domlur,32000,50000,41000,2BHK
Domlur,55000,nan,55000,3BHK
Benson Town,8500,nan,8500,1BHK
Benson Town,14000,19000,16166.67,2BHK
Benson Town,18000,85000,49333.33,3BHK
Narayanaghatta,nan,nan,-,1BHK
Narayanaghatta,11000,nan,11000,2BHK
Narayanaghatta,nan,nan,-,3BHK
Amruthahalli,7800,12000,9371.43,1BHK
Amruthahalli,11500,18000,15833.33,2BHK
Amruthahalli,11000,30000,20500,3BHK
Byrathi,7000,13500,9687.5,1BHK
Byrathi,12000,16000,14333.33,2BHK
Byrathi,35000,40000,38333.33,3BHK
Sarjapur Road Till Wipro,nan,nan,-,1BHK
Sarjapur Road Till Wipro,20000,45000,26266.67,2BHK
Sarjapur Road Till Wipro,54000,nan,54000,3BHK
Hosur,12300,nan,12300,1BHK
Hosur,nan,nan,-,2BHK
Hosur,nan,nan,-,3BHK
Cox Town,3250,15000,13791.67,1BHK
Cox Town,17500,25000,21500,2BHK
Cox Town,28000,nan,28000,3BHK
Challaghatta,13000,nan,13000,1BHK
Challaghatta,19000,nan,19000,2BHK
Challaghatta,50000,nan,50000,3BHK
Jnana Ganga Nagar,6250,10750,8500,1BHK
Jnana Ganga Nagar,10750,15000,12875,2BHK
Jnana Ganga Nagar,nan,nan,-,3BHK
Kothanur,8000,9000,8666.67,1BHK
Kothanur,12000,18000,14500,2BHK
Kothanur,18000,nan,18000,3BHK
Ullal Uppanagar,6000,7000,6500,1BHK
Ullal Uppanagar,13000,nan,13000,2BHK
Ullal Uppanagar,18000,nan,18000,3BHK
Chikballapur,5000,6000,5533.33,1BHK
Chikballapur,17000,nan,17000,2BHK
Chikballapur,nan,nan,-,3BHK
Bagalakunte,6500,nan,6500,1BHK
Bagalakunte,10000,nan,10000,2BHK
Bagalakunte,nan,nan,-,3BHK
Kaval Byrasandra,6000,8000,7000,1BHK
Kaval Byrasandra,10000,19000,14000,2BHK
Kaval Byrasandra,18000,23000,20500,3BHK
KPC Layout,9500,12500,11250,1BHK
KPC Layout,12500,17500,15000,2BHK
KPC Layout,25000,nan,25000,3BHK
Sunkadakatte,3500,7000,4800,1BHK
Sunkadakatte,15000,nan,15000,2BHK
Sunkadakatte,10000,nan,10000,3BHK
Avalahalli,6500,nan,6500,1BHK
Avalahalli,10000,nan,10000,2BHK
Avalahalli,nan,nan,-,3BHK
Kannur,5500,nan,5500,1BHK
Kannur,13000,nan,13000,2BHK
Kannur,nan,nan,-,3BHK
JP Nagar Phase 6,5500,nan,5500,1BHK
JP Nagar Phase 6,90000,nan,90000,2BHK
JP Nagar Phase 6,24000,42000,34750,3BHK
Thanisandra Main Road,nan,nan,-,1BHK
Thanisandra Main Road,nan,nan,-,2BHK
Thanisandra Main Road,nan,nan,-,3BHK
JP Nagar Phase 1,5500,14000,10500,1BHK
JP Nagar Phase 1,16000,44000,25318.18,2BHK
JP Nagar Phase 1,30000,60000,44550,3BHK
RT Nager,6500,13500,10216.67,1BHK
RT Nager,12500,13500,13000,2BHK
RT Nager,20000,nan,20000,3BHK
Sidedahalli,3000,6000,4500,1BHK
Sidedahalli,10000,nan,10000,2BHK
Sidedahalli,nan,nan,-,3BHK
Singanayakanahalli,4000,5000,4500,1BHK
Singanayakanahalli,7500,10000,8750,2BHK
Singanayakanahalli,nan,nan,-,3BHK
Ashok Nagar,12000,nan,12000,1BHK
Ashok Nagar,16500,17000,16750,2BHK
Ashok Nagar,45000,nan,45000,3BHK
Bengaluru Kanakapura Road,nan,nan,-,1BHK
Bengaluru Kanakapura Road,nan,nan,-,2BHK
Bengaluru Kanakapura Road,nan,nan,-,3BHK
Budigere Road,nan,nan,-,1BHK
Budigere Road,nan,nan,-,2BHK
Budigere Road,nan,nan,-,3BHK
Padmanabhanagar,5000,8000,6500,1BHK
Padmanabhanagar,11500,17000,13333.33,2BHK
Padmanabhanagar,21000,nan,21000,3BHK
R.K. Hegde Nagar,7500,9000,8000,1BHK
R.K. Hegde Nagar,9000,28000,14625,2BHK
R.K. Hegde Nagar,17500,nan,17500,3BHK
Hurulichikanahalli,3500,nan,3500,1BHK
Hurulichikanahalli,6500,nan,6500,2BHK
Hurulichikanahalli,nan,nan,-,3BHK
Nandini Layout,4000,6000,5000,1BHK
Nandini Layout,8000,15000,12000,2BHK
Nandini Layout,27000,48000,37500,3BHK
Attiguppe,5500,8000,6750,1BHK
Attiguppe,5000,30000,16200,2BHK
Attiguppe,16500,17000,16750,3BHK
Junnasandra,nan,nan,-,1BHK
Junnasandra,22000,nan,22000,2BHK
Junnasandra,40000,nan,40000,3BHK
Parappana Agrahara,6000,9000,7648.57,1BHK
Parappana Agrahara,12000,13500,12750,2BHK
Parappana Agrahara,30450,nan,30450,3BHK
Bangalore City Municipal Corporation Layout,3 L,nan,300000,1BHK
Bangalore City Municipal Corporation Layout,8500,18000,13250,2BHK
Bangalore City Municipal Corporation Layout,17500,nan,17500,3BHK
Choodasandra,3500,9000,7416.67,1BHK
Choodasandra,6500,15000,1062.5,2BHK
Choodasandra,8500,nan,8500,3BHK
Doddakannelli,9500,13000,11125,1BHK
Doddakannelli,13500,1 L,22136.36,2BHK
Doddakannelli,26500,nan,26500,3BHK
Gudighattanahalli,nan,nan,-,1BHK
Gudighattanahalli,17000,nan,17000,2BHK
Gudighattanahalli,14500,nan,14500,3BHK
Narayanapura Hennur Main Road,10000,nan,10000,1BHK
Narayanapura Hennur Main Road,10000,16000,13000,2BHK
Narayanapura Hennur Main Road,21000,22000,21500,3BHK
TC Palya Road,4000,nan,4000,1BHK
TC Palya Road,nan,nan,-,2BHK
TC Palya Road,nan,nan,-,3BHK
Hemmigepura,4500,nan,4500,1BHK
Hemmigepura,10000,nan,10000,2BHK
Hemmigepura,nan,nan,-,3BHK
Sathnur Village,5000,nan,5000,1BHK
Sathnur Village,10000,nan,10000,2BHK
Sathnur Village,nan,nan,-,3BHK
Basapura,4000,nan,4000,1BHK
Basapura,15000,nan,15000,2BHK
Basapura,14000,21300,18075,3BHK
Gubbalala Main Road,nan,nan,-,1BHK
Gubbalala Main Road,nan,nan,-,2BHK
Gubbalala Main Road,nan,nan,-,3BHK
judicial layout,nan,nan,-,1BHK
judicial layout,15000,23000,18000,2BHK
judicial layout,25000,nan,25000,3BHK
Ramasandra,6500,nan,6500,1BHK
Ramasandra,7000,nan,7000,2BHK
Ramasandra,nan,nan,-,3BHK
Kurubarahalli on Magadi Road,nan,nan,-,1BHK
Kurubarahalli on Magadi Road,7500,nan,7500,2BHK
Kurubarahalli on Magadi Road,nan,nan,-,3BHK
Bettadasapura,5000,7500,6125,1BHK
Bettadasapura,11000,12000,11500,2BHK
Bettadasapura,nan,nan,-,3BHK
Tumkur Road,nan,nan,-,1BHK
Tumkur Road,19500,nan,19500,2BHK
Tumkur Road,32000,nan,32000,3BHK
Ganganagar,25000,nan,25000,1BHK
Ganganagar,10000,nan,10000,2BHK
Ganganagar,26000,28000,27000,3BHK
K Channasandra,6000,nan,6000,1BHK
K Channasandra,8500,13000,10750,2BHK
K Channasandra,17000,nan,17000,3BHK
SMV Layout,9500,nan,9500,1BHK
SMV Layout,7000,11000,9000,2BHK
SMV Layout,18000,nan,18000,3BHK
Andrahalli,3200,50000,18300,1BHK
Andrahalli,8500,13500,11000,2BHK
Andrahalli,nan,nan,-,3BHK
Doddabommasandra,5000,nan,5000,1BHK
Doddabommasandra,10000,15000,13600,2BHK
Doddabommasandra,nan,nan,-,3BHK
Electronics City Phase 1 Doddathoguru,nan,nan,-,1BHK
Electronics City Phase 1 Doddathoguru,10450,nan,10450,2BHK
Electronics City Phase 1 Doddathoguru,nan,nan,-,3BHK
Halanayakanahalli,10000,nan,10000,1BHK
Halanayakanahalli,10000,20000,14250,2BHK
Halanayakanahalli,nan,nan,-,3BHK
Jalahalli East,7000,nan,7000,1BHK
Jalahalli East,12500,16000,14500,2BHK
Jalahalli East,24000,nan,24000,3BHK
Kammmanhalli,9000,nan,9000,1BHK
Kammmanhalli,14000,nan,14000,2BHK
Kammmanhalli,22000,25000,23500,3BHK
Devinagar,8000,8500,8250,1BHK
Devinagar,10000,nan,10000,2BHK
Devinagar,24000,nan,24000,3BHK
Kadubeesanahalli,8500,13000,10760,1BHK
Kadubeesanahalli,22000,nan,22000,2BHK
Kadubeesanahalli,24000,nan,24000,3BHK
Ramohalli,nan,nan,-,1BHK
Ramohalli,nan,nan,-,2BHK
Ramohalli,nan,nan,-,3BHK
Bharat Nagar,7500,8000,7833.33,1BHK
Bharat Nagar,11000,nan,11000,2BHK
Bharat Nagar,nan,nan,-,3BHK
Doddakammanahalli,5000,nan,5000,1BHK
Doddakammanahalli,11000,13500,12250,2BHK
Doddakammanahalli,15000,22050,18525,3BHK
Huskuru,nan,nan,-,1BHK
Huskuru,nan,nan,-,2BHK
Huskuru,nan,nan,-,3BHK
Cheemasandra,3000,6000,4500,1BHK
Cheemasandra,10000,nan,10000,2BHK
Cheemasandra,nan,nan,-,3BHK
Dooravani Nagar,8000,nan,8000,1BHK
Dooravani Nagar,7500,14000,10750,2BHK
Dooravani Nagar,13000,16550,14775,3BHK
Sai Baba Ashram,8000,nan,8000,1BHK
Sai Baba Ashram,16000,23000,19500,2BHK
Sai Baba Ashram,16000,35000,26142.86,3BHK
Kvalasanahalli,7000,nan,7000,1BHK
Kvalasanahalli,15700,30000,24315.38,2BHK
Kvalasanahalli,30000,40000,37857.14,3BHK
Sompura,nan,nan,-,1BHK
Sompura,nan,nan,-,2BHK
Sompura,nan,nan,-,3BHK
Chagaletty Road,nan,nan,-,1BHK
Chagaletty Road,nan,nan,-,2BHK
Chagaletty Road,nan,nan,-,3BHK
Chikbanavara,4500,7000,5750,1BHK
Chikbanavara,15000,nan,15000,2BHK
Chikbanavara,nan,nan,-,3BHK
Dommasandra Village,6000,8500,6833.33,1BHK
Dommasandra Village,12000,nan,12000,2BHK
Dommasandra Village,nan,nan,-,3BHK
Giri Nagar,10000,nan,10000,1BHK
Giri Nagar,20000,nan,20000,2BHK
Giri Nagar,30000,nan,30000,3BHK
Iggalur,nan,nan,-,1BHK
Iggalur,nan,nan,-,2BHK
Iggalur,19000,nan,19000,3BHK
Kada Agrahara,8800,11000,9900,1BHK
Kada Agrahara,22000,nan,22000,2BHK
Kada Agrahara,17000,18000,17500,3BHK
Neelasandra,7500,nan,7500,1BHK
Neelasandra,13000,14000,13500,2BHK
Neelasandra,22000,nan,22000,3BHK
Seshadripuram,14000,nan,14000,1BHK
Seshadripuram,14000,35000,21000,2BHK
Seshadripuram,15000,55000,41300,3BHK
JP Nagar Phase 4,nan,nan,-,1BHK
JP Nagar Phase 4,20000,33000,28200,2BHK
JP Nagar Phase 4,32000,75000,46333.33,3BHK
Chandra Layout Extension,8700,nan,8700,1BHK
Chandra Layout Extension,15800,18500,17150,2BHK
Chandra Layout Extension,15000,42000,29666.67,3BHK
T Dasarahalli,4200,8000,6100,1BHK
T Dasarahalli,12000,15000,13500,2BHK
T Dasarahalli,nan,nan,-,3BHK
Anekal Road,nan,nan,-,1BHK
Anekal Road,nan,nan,-,2BHK
Anekal Road,nan,nan,-,3BHK
Kengeri Hobli,6500,7500,7000,1BHK
Kengeri Hobli,10500,nan,10500,2BHK
Kengeri Hobli,nan,nan,-,3BHK
Uttarahalli Main Road,10000,nan,10000,1BHK
Uttarahalli Main Road,nan,nan,-,2BHK
Uttarahalli Main Road,nan,nan,-,3BHK
Murugesh Palya,7000,8000,7500,1BHK
Murugesh Palya,16000,nan,16000,2BHK
Murugesh Palya,28000,50000,36666.67,3BHK
Padmanabha Nagar,6500,nan,6500,1BHK
Padmanabha Nagar,20000,nan,20000,2BHK
Padmanabha Nagar,20000,nan,20000,3BHK
Attibele Industrial Area,4000,nan,4000,1BHK
Attibele Industrial Area,nan,nan,-,2BHK
Attibele Industrial Area,nan,nan,-,3BHK
Bagalur Main Road,nan,nan,-,1BHK
Bagalur Main Road,nan,nan,-,2BHK
Bagalur Main Road,nan,nan,-,3BHK
Devannahalli,nan,nan,-,1BHK
Devannahalli,12000,nan,12000,2BHK
Devannahalli,18000,nan,18000,3BHK
Koodusiddanapalya,nan,nan,-,1BHK
Koodusiddanapalya,nan,nan,-,2BHK
Koodusiddanapalya,nan,nan,-,3BHK
Mullur,7500,8500,8000,1BHK
Mullur,10000,13000,11333.33,2BHK
Mullur,20000,nan,20000,3BHK
Muneshwara Nagar,4500,12500,8620,1BHK
Muneshwara Nagar,13500,17000,15250,2BHK
Muneshwara Nagar,nan,nan,-,3BHK
Srirampuram,9000,nan,9000,1BHK
Srirampuram,11000,21000,16000,2BHK
Srirampuram,29000,nan,29000,3BHK
Magadi,4000,nan,4000,1BHK
Magadi,45000,nan,45000,2BHK
Magadi,nan,nan,-,3BHK
Arasinakunte,6000,nan,6000,1BHK
Arasinakunte,nan,nan,-,2BHK
Arasinakunte,10000,nan,10000,3BHK
Banashankari 6th Stage 6th Block,nan,nan,-,1BHK
Banashankari 6th Stage 6th Block,16000,nan,16000,2BHK
Banashankari 6th Stage 6th Block,nan,nan,-,3BHK
Dwarka Nagar,3500,7500,5500,1BHK
Dwarka Nagar,10000,nan,10000,2BHK
Dwarka Nagar,16000,nan,16000,3BHK
Hanumanthanagar Bangalore,9000,11000,10000,1BHK
Hanumanthanagar Bangalore,20000,nan,20000,2BHK
Hanumanthanagar Bangalore,30000,nan,30000,3BHK
Manchapanahalli,nan,nan,-,1BHK
Manchapanahalli,nan,nan,-,2BHK
Manchapanahalli,nan,nan,-,3BHK
Mangammanapalya,4500,17000,12500,1BHK
Mangammanapalya,8000,25000,18633.33,2BHK
Mangammanapalya,nan,nan,-,3BHK
Jalahalli West,5750,7500,6562.5,1BHK
Jalahalli West,8000,12000,10000,2BHK
Jalahalli West,15000,nan,15000,3BHK
Chikka Tirupathi,nan,nan,-,1BHK
Chikka Tirupathi,nan,nan,-,2BHK
Chikka Tirupathi,nan,nan,-,3BHK
Chikkajala,nan,nan,-,1BHK
Chikkajala,nan,nan,-,2BHK
Chikkajala,nan,nan,-,3BHK
GB Palya,4500,8500,7100,1BHK
GB Palya,10500,17000,12625,2BHK
GB Palya,15000,nan,15000,3BHK
Hennur Bagalur Road,nan,nan,-,1BHK
Hennur Bagalur Road,nan,nan,-,2BHK
Hennur Bagalur Road,nan,nan,-,3BHK
Kambipura,3000,nan,3000,1BHK
Kambipura,15000,nan,15000,2BHK
Kambipura,15000,33500,23280,3BHK
Anagalapura,nan,nan,-,1BHK
Anagalapura,20000,nan,20000,2BHK
Anagalapura,25000,nan,25000,3BHK
Gnana bharathi,5500,nan,5500,1BHK
Gnana bharathi,14000,15000,14500,2BHK
Gnana bharathi,8000,nan,8000,3BHK
Laggere,5000,5500,5166.67,1BHK
Laggere,7500,11000,9000,2BHK
Laggere,38000,nan,38000,3BHK
Madanayakahalli,4000,nan,4000,1BHK
Madanayakahalli,7500,nan,7500,2BHK
Madanayakahalli,nan,nan,-,3BHK
Manchappanahosahalli,nan,nan,-,1BHK
Manchappanahosahalli,nan,nan,-,2BHK
Manchappanahosahalli,nan,nan,-,3BHK
Sampangiram Nagar,16000,nan,16000,1BHK
Sampangiram Nagar,18000,20000,19333.33,2BHK
Sampangiram Nagar,40000,nan,40000,3BHK
Srinivaspura,6000,8250,7125,1BHK
Srinivaspura,nan,nan,-,2BHK
Srinivaspura,22000,nan,22000,3BHK
Yemalur,9000,12500,10750,1BHK
Yemalur,15000,nan,15000,2BHK
Yemalur,22000,nan,22000,3BHK
Panduranga Nagar,9000,13000,11333.33,1BHK
Panduranga Nagar,18000,nan,18000,2BHK
Panduranga Nagar,35000,nan,35000,3BHK
Bileshivale,12000,nan,12000,1BHK
Bileshivale,10000,nan,10000,2BHK
Bileshivale,nan,nan,-,3BHK
Hesaraghatta,nan,nan,-,1BHK
Hesaraghatta,10700,19000,15450,2BHK
Hesaraghatta,10000,27500,18750,3BHK
Hennur Road,nan,nan,-,1BHK
Hennur Road,23000,nan,23000,2BHK
Hennur Road,26000,nan,26000,3BHK
Kattigenahalli,5500,7000,6250,1BHK
Kattigenahalli,30000,nan,30000,2BHK
Kattigenahalli,nan,nan,-,3BHK
Kr Puram Seegehalli,nan,nan,-,1BHK
Kr Puram Seegehalli,9500,nan,9500,2BHK
Kr Puram Seegehalli,nan,nan,-,3BHK
Sudhama Nagar,12000,nan,12000,1BHK
Sudhama Nagar,28000,nan,28000,2BHK
Sudhama Nagar,30000,nan,30000,3BHK
Banashankari Stage 2nd,8500,nan,8500,1BHK
Banashankari Stage 2nd,26000,nan,26000,2BHK
Banashankari Stage 2nd,30000,42000,36000,3BHK
Chikkabidarakallu,4900,nan,4900,1BHK
Chikkabidarakallu,nan,nan,-,2BHK
Chikkabidarakallu,nan,nan,-,3BHK
Dasarahalli,6000,11400,8466.67,1BHK
Dasarahalli,13000,17000,15000,2BHK
Dasarahalli,15000,nan,15000,3BHK
sarjapura attibele road,nan,nan,-,1BHK
sarjapura attibele road,nan,nan,-,2BHK
sarjapura attibele road,nan,nan,-,3BHK
Varanasi,9500,nan,9500,1BHK
Varanasi,12500,14000,13250,2BHK
Varanasi,18000,nan,18000,3BHK
Voderahalli,6500,nan,6500,1BHK
Voderahalli,8000,15000,11666.67,2BHK
Voderahalli,nan,nan,-,3BHK
Doddabidrakallu,nan,nan,-,1BHK
Doddabidrakallu,10000,nan,10000,2BHK
Doddabidrakallu,nan,nan,-,3BHK
HAL,6000,13000,9875,1BHK
HAL,17000,25000,20500,2BHK
HAL,20000,nan,20000,3BHK
M Hosahalli,nan,nan,-,1BHK
M Hosahalli,nan,nan,-,2BHK
M Hosahalli,nan,nan,-,3BHK
Rajankunte,nan,nan,-,1BHK
Rajankunte,nan,nan,-,2BHK
Rajankunte,nan,nan,-,3BHK
Sadahalli Main Road,nan,nan,-,1BHK
Sadahalli Main Road,nan,nan,-,2BHK
Sadahalli Main Road,nan,nan,-,3BHK
Srinagar,8000,95000,17272.73,1BHK
Srinagar,12000,17000,14722.22,2BHK
Srinagar,20000,nan,20000,3BHK
Thirumalashettyhally,6000,8000,6650,1BHK
Thirumalashettyhally,8000,nan,8000,2BHK
Thirumalashettyhally,nan,nan,-,3BHK
Yelahanka Satellite Town,7500,9500,8500,1BHK
Yelahanka Satellite Town,nan,nan,-,2BHK
Yelahanka Satellite Town,nan,nan,-,3BHK
Dasanapura,4000,nan,4000,1BHK
Dasanapura,9000,nan,9000,2BHK
Dasanapura,20000,nan,20000,3BHK
Sampigehalli,7500,nan,7500,1BHK
Sampigehalli,12000,nan,12000,2BHK
Sampigehalli,65000,nan,65000,3BHK
Sathnur,5400,nan,5400,1BHK
Sathnur,nan,nan,-,2BHK
Sathnur,nan,nan,-,3BHK
Somasundara Palya,6000,10000,7500,1BHK
Somasundara Palya,13500,nan,13500,2BHK
Somasundara Palya,23000,nan,23000,3BHK
Baglur,nan,nan,-,1BHK
Baglur,nan,nan,-,2BHK
Baglur,nan,nan,-,3BHK
Bannerghatta Main Road,nan,nan,-,1BHK
Bannerghatta Main Road,nan,nan,-,2BHK
Bannerghatta Main Road,nan,nan,-,3BHK
Bikasipura,nan,nan,-,1BHK
Bikasipura,18000,19000,18666.67,2BHK
Bikasipura,nan,nan,-,3BHK
Indiranagar,10000,15000,12166.67,1BHK
Indiranagar,22000,34000,28000,2BHK
Indiranagar,30000,1.2 L,78000,3BHK
Mailasandra,7000,nan,7000,1BHK
Mailasandra,10000,14000,12000,2BHK
Mailasandra,16000,26000,22333.33,3BHK
Nagasandra,6000,nan,6000,1BHK
Nagasandra,10000,nan,10000,2BHK
Nagasandra,40000,nan,40000,3BHK
Badamanavarthekaval,nan,nan,-,1BHK
Badamanavarthekaval,8000,nan,8000,2BHK
Badamanavarthekaval,nan,nan,-,3BHK
Balagere,nan,nan,-,1BHK
Balagere,20000,26000,21800,2BHK
Balagere,nan,nan,-,3BHK
Kadugondanahalli,7000,nan,7000,1BHK
Kadugondanahalli,3000,14000,9250,2BHK
Kadugondanahalli,20000,nan,20000,3BHK
Kempegowda Nagar,5000,5500,5250,1BHK
Kempegowda Nagar,12500,nan,12500,2BHK
Kempegowda Nagar,nan,nan,-,3BHK
Mylasandra,5000,7000,6000,1BHK
Mylasandra,15000,nan,15000,2BHK
Mylasandra,nan,nan,-,3BHK
Seegehalli Magadi Road,9000,nan,9000,1BHK
Seegehalli Magadi Road,10000,15000,12500,2BHK
Seegehalli Magadi Road,nan,nan,-,3BHK
Varadharaja Nagar,3500,5000,4250,1BHK
Varadharaja Nagar,10000,nan,10000,2BHK
Varadharaja Nagar,nan,nan,-,3BHK
Kolar,nan,nan,-,1BHK
Kolar,nan,nan,-,2BHK
Kolar,nan,nan,-,3BHK
AGS Layout Arehalli,nan,nan,-,1BHK
AGS Layout Arehalli,nan,nan,-,2BHK
AGS Layout Arehalli,nan,nan,-,3BHK
Anjanapura Township,5500,nan,5500,1BHK
Anjanapura Township,nan,nan,-,2BHK
Anjanapura Township,nan,nan,-,3BHK
ChandapuraAnekal Road,nan,nan,-,1BHK
ChandapuraAnekal Road,nan,nan,-,2BHK
ChandapuraAnekal Road,nan,nan,-,3BHK
HRBR Layout,nan,nan,-,1BHK
HRBR Layout,nan,nan,-,2BHK
HRBR Layout,45000,nan,45000,3BHK
Konadasapura,nan,nan,-,1BHK
Konadasapura,8000,nan,8000,2BHK
Konadasapura,nan,nan,-,3BHK
Madhura Nagar,3500,7000,5000,1BHK
Madhura Nagar,9000,10000,9666.67,2BHK
Madhura Nagar,nan,nan,-,3BHK
Palace Guttahalli,7000,8000,7333.33,1BHK
Palace Guttahalli,9500,25000,17700,2BHK
Palace Guttahalli,nan,nan,-,3BHK
JP Nagar Phase 2,nan,nan,-,1BHK
JP Nagar Phase 2,17500,nan,17500,2BHK
JP Nagar Phase 2,20000,43000,31200,3BHK
Gattahalli,nan,nan,-,1BHK
Gattahalli,nan,nan,-,2BHK
Gattahalli,nan,nan,-,3BHK
Guddahatti,nan,nan,-,1BHK
Guddahatti,10000,nan,10000,2BHK
Guddahatti,nan,nan,-,3BHK
